ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAEM,PAN_PRI_PRD_NAEM,PAN_PRI_PRD,PAN_PRI_NAEM,PAN_PRD_NAEM,PRI_PRD_NAEM,PAN_PRI,PAN_PRD,PAN_NAEM,PRI_PRD,PRI_NAEM,PRD_NAEM,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CC_PAN_PRI_PRD_NAEM,CC_PVEM_PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,0,VOTO EN EL EXTRANJERO,0,0,6,6495,1085,246,191,262,636,4883,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13866,31,295,14192,15951,
15,MEXICO,1,ACAMBAY DE RUIZ CASTAÑEDA,32,94,96,3674,7127,290,0,0,2027,0,425,112,74,6,1,9,70,25,7,4,4,0,0,0,0,0,0,17190,31045,19,1551,32615,50602,
15,MEXICO,2,ACOLMAN,38,145,147,6200,12772,753,2095,1315,6239,25771,797,171,520,12,16,8,155,23,4,38,5,11,1434,80,294,230,0,0,58943,57,1817,60817,94591,
15,MEXICO,3,ACULCO,24,67,67,1151,6263,294,0,0,1458,0,261,17,95,1,3,2,58,11,1,10,5,0,0,0,0,0,0,14964,24594,21,977,25592,37262,
15,MEXICO,4,ALMOLOYA DE ALQUISIRAS,12,23,25,342,967,70,261,164,559,4952,89,3,23,0,0,0,5,0,0,1,1,0,42,13,31,17,0,0,7540,83,696,8319,12659,
15,MEXICO,5,ALMOLOYA DE JUAREZ,56,202,204,3220,22910,1755,10406,1785,14294,24090,1121,53,426,14,3,5,204,22,5,52,12,5,1075,157,546,159,0,0,82319,44,3285,85648,128893,
15,MEXICO,6,ALMOLOYA DEL RIO,5,14,15,259,1248,272,0,0,691,0,765,2,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3498,6746,27,292,7065,9567,
15,MEXICO,7,AMANALCO,10,35,36,326,2799,1911,511,308,2449,4308,177,0,0,0,0,0,0,0,0,0,0,0,131,16,50,24,0,0,13010,27,865,13902,19902,
15,MEXICO,8,AMATEPEC,27,47,47,225,1799,269,545,826,356,7427,298,6,34,4,0,0,15,4,0,7,2,0,244,102,67,93,0,0,12323,15,640,12978,20526,
15,MEXICO,9,AMECAMECA,26,77,78,1803,6478,323,1982,634,3108,14022,551,14,51,3,0,1,11,4,1,5,3,0,228,31,108,57,0,0,29418,35,1012,30465,45830,
15,MEXICO,10,APAXCO,14,39,40,0,0,0,0,0,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,10043,14840,10,761,15611,24119,
15,MEXICO,11,ATENCO,15,77,77,1801,4603,395,3305,1800,2516,13732,366,92,157,4,5,0,48,6,3,7,0,0,498,44,177,138,0,0,29697,47,1058,30802,51970,
15,MEXICO,12,ATIZAPAN,4,15,15,241,1175,79,0,0,518,0,119,3,24,0,0,0,5,2,0,3,1,1,0,0,0,0,0,4244,6415,28,316,6759,9823,
15,MEXICO,13,ATIZAPAN DE ZARAGOZA,174,654,661,90531,24088,3211,10246,5170,19230,97780,3033,697,3731,95,37,21,1088,144,48,59,9,79,6938,409,1481,1032,0,0,269157,381,6715,276253,422243,
15,MEXICO,14,ATLACOMULCO,41,137,140,2660,18640,489,0,0,5230,0,590,72,383,21,1,9,161,6,3,20,8,2,0,0,0,0,0,26737,55032,59,1587,56678,85269,
15,MEXICO,15,ATLAUTLA,13,39,39,407,1552,832,2538,988,915,7829,277,2,27,0,0,0,6,1,0,1,1,0,136,29,105,37,0,0,15683,5,492,16180,23911,
15,MEXICO,16,AXAPUSCO,20,37,38,924,3625,943,425,1412,664,6529,373,4,23,3,1,1,12,5,0,12,1,1,197,41,31,103,0,0,15330,14,533,15877,20325,
15,MEXICO,17,AYAPANGO,5,12,12,109,722,486,255,159,990,2199,62,1,8,0,0,0,1,0,1,3,0,0,32,1,9,10,0,0,5048,1,214,5263,6833,
15,MEXICO,18,CALIMAYA,16,72,73,8132,4155,377,0,0,3330,0,475,56,282,12,2,3,99,14,4,10,0,1,0,0,0,0,0,15799,32746,25,980,33741,47226,
15,MEXICO,19,CAPULHUAC,12,44,44,703,3433,346,0,0,2217,0,270,29,105,2,2,5,18,9,1,8,3,0,0,0,0,0,0,7766,14917,16,621,15554,28816,
15,MEXICO,20,COACALCO DE BERRIOZABAL,110,367,369,0,0,0,7940,3710,18016,65859,0,0,0,0,0,0,0,0,0,0,0,0,3764,237,687,566,53965,0,154744,191,3556,158491,234078,
15,MEXICO,21,COATEPEC HARINAS,19,52,52,1092,5495,145,683,1696,1130,5819,153,32,96,6,3,0,69,4,3,11,4,0,194,40,47,109,0,0,16831,14,913,17758,29974,
15,MEXICO,22,COCOTITLAN,6,20,20,448,903,365,791,641,1265,4460,106,5,38,0,0,1,6,3,0,2,0,0,83,10,19,21,0,0,9167,3,387,9557,12887,
15,MEXICO,23,COYOTEPEC,12,61,62,3941,1971,574,0,0,2666,0,505,36,84,2,6,0,34,4,2,2,0,1,0,0,0,0,0,14496,24324,35,1041,25400,41543,
15,MEXICO,24,CUAUTITLAN,42,165,167,0,0,0,3534,1679,6833,33162,0,0,0,0,0,0,0,0,0,0,0,0,1435,76,291,229,24083,0,71322,88,1568,72978,108370,
15,MEXICO,25,CUAUTITLAN IZCALLI,262,706,710,74293,27999,3350,9951,5624,29120,115665,4038,1366,3704,86,57,14,1186,133,50,43,8,24,8143,376,1618,1049,0,0,287897,624,7443,295964,431930,
15,MEXICO,26,CHALCO,77,438,442,8322,15340,1545,26241,5157,11833,85544,1587,216,708,9,8,2,180,17,5,13,0,1,0,0,0,0,0,0,156728,145,10092,166965,289760,
15,MEXICO,27,CHAPA DE MOTA,14,41,41,4462,1937,157,0,0,1260,0,180,20,49,7,6,0,73,9,6,7,3,2,0,0,0,0,0,9530,17708,21,641,18370,24056,
15,MEXICO,28,CHAPULTEPEC,2,14,15,391,1429,55,0,0,708,0,78,20,42,1,1,0,12,2,0,1,0,0,0,0,0,0,0,3510,6250,9,200,6459,9684,
15,MEXICO,29,CHIAUTLA,12,39,40,0,0,0,719,402,3672,8103,0,0,0,0,0,0,0,0,0,0,0,0,311,13,53,48,3272,0,16593,60,484,17137,24266,
15,MEXICO,30,CHICOLOAPAN,71,236,237,4342,22919,1047,3100,1875,7801,39706,1323,175,749,21,11,22,161,17,5,45,14,22,2137,173,543,403,0,0,86611,117,2871,89599,146641,
15,MEXICO,31,CHICONCUAC,8,33,33,0,0,0,1297,1498,1565,6437,0,0,0,0,0,0,0,0,0,0,0,0,135,11,34,43,3839,0,14859,30,495,15384,22280,
15,MEXICO,32,CHIMALHUACAN,176,770,772,8266,66444,5482,9888,6252,18237,129889,2758,72,764,10,10,11,204,25,6,63,11,1,8383,634,1987,1379,0,0,260776,311,9443,270530,513126,
15,MEXICO,33,DONATO GUERRA,16,44,44,245,1256,7600,2045,1304,385,5480,119,0,0,0,0,0,0,0,0,0,0,0,69,31,68,44,0,0,18646,0,1322,19968,27361,
15,MEXICO,34,ECATEPEC DE MORELOS,754,2114,2125,33825,61536,5903,53742,47471,83742,359049,4726,774,3935,70,28,45,888,139,21,127,32,23,15794,1289,3950,3357,91881,0,772347,1107,29833,803287,1293605,
15,MEXICO,35,ECATZINGO,4,13,13,232,1728,19,1669,84,239,1670,34,1,25,0,1,1,5,0,0,0,0,0,23,6,32,6,0,0,5775,0,170,5945,7904,
15,MEXICO,36,HUEHUETOCA,64,190,190,10029,3572,667,0,0,8019,0,1763,204,366,17,8,5,95,21,8,6,3,21,0,0,0,0,0,39289,64093,441,3225,67759,116991,
15,MEXICO,37,HUEYPOXTLA,16,52,52,0,0,0,0,0,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507,16385,24190,21,989,25200,34763,
15,MEXICO,38,HUIXQUILUCAN,92,340,343,63912,10239,2366,6772,2867,10762,45719,1182,102,1561,28,42,2,527,80,11,48,7,27,2371,192,623,430,0,0,149870,105,3340,153315,219844,
15,MEXICO,39,ISIDRO FABELA,5,18,20,608,1359,320,774,151,743,2326,364,2,29,3,1,2,12,1,1,4,1,1,75,9,33,10,0,0,6829,4,179,7012,9326,
15,MEXICO,40,IXTAPALUCA,235,618,620,2668,7329,488,27856,6287,21715,97781,682,565,307,5,3,0,72,25,1,43,0,0,4765,502,1779,756,43902,0,217531,234,6932,224697,377797,
15,MEXICO,41,IXTAPAN DE LA SAL,19,51,52,1734,5238,301,782,438,2077,7407,256,32,158,4,0,0,58,10,2,7,3,0,244,32,61,48,0,0,18892,8,928,19828,29202,
15,MEXICO,42,IXTAPAN DEL ORO,5,9,9,45,293,959,82,585,38,2103,83,0,0,0,0,0,0,0,0,0,0,0,54,33,9,48,0,0,4332,5,196,4533,5627,
15,MEXICO,43,IXTLAHUACA,51,190,192,2281,24851,691,0,0,8265,0,779,78,356,19,7,6,162,8,12,26,21,6,0,0,0,0,0,45093,82661,198,2923,85782,121828,
15,MEXICO,44,XALATLACO,7,33,33,464,2168,156,0,0,1332,0,290,4,30,1,1,0,12,0,1,3,1,4,0,0,0,0,0,7402,11867,16,561,12447,20718,
15,MEXICO,45,JALTENCO,14,35,37,986,1767,129,463,1032,2056,7142,245,13,77,6,0,1,13,2,1,0,3,0,195,24,63,41,0,0,14259,10,458,14727,21123,
