CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES_BC,FXM_BC,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,2,BAJA CALIFORNIA,13,TIJUANA,4,TIJUANA,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,2,2
1,2,BAJA CALIFORNIA,2,MEXICALI,2,MEXICALI,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,2,2
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,0,0,1,0,0,1,0,0,0,2,0,1,4,0,0,4,4
1,2,BAJA CALIFORNIA,10,TIJUANA,4,TIJUANA,0,0,2,3,4,0,1,1,1,4,1,1,16,0,2,18,18
1,2,BAJA CALIFORNIA,11,TIJUANA,4,TIJUANA,0,0,1,2,0,0,0,0,0,5,0,0,7,0,0,7,7
1,2,BAJA CALIFORNIA,9,TIJUANA,4,TIJUANA,0,0,1,1,1,0,1,2,0,4,0,0,9,0,0,9,9
1,2,BAJA CALIFORNIA,8,TIJUANA,4,TIJUANA,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,3,3
1,2,BAJA CALIFORNIA,7,TIJUANA,4,TIJUANA,0,0,1,1,0,0,0,0,0,2,0,0,3,0,0,3,3
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,2,3
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,5,PLAYAS DE ROSARITO,0,0,1,1,0,0,0,0,1,1,0,1,4,0,0,4,4
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,0,0,2,0,1,0,0,1,0,1,0,0,3,0,1,4,5
1,2,BAJA CALIFORNIA,3,MEXICALI,2,MEXICALI,0,0,2,1,0,0,0,1,0,3,0,0,5,0,0,5,6
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,0,0,2,1,1,0,1,1,1,2,0,0,7,0,1,8,8
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,2,3
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,0,0,1,0,1,0,0,0,0,3,0,0,4,0,0,4,4
1,2,BAJA CALIFORNIA,14,TIJUANA,4,TIJUANA,0,0,2,0,0,0,0,1,0,2,0,0,3,0,0,3,3
1,2,BAJA CALIFORNIA,12,TIJUANA,4,TIJUANA,0,0,2,0,0,0,1,0,1,3,0,0,5,0,0,5,5
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,1,5,6,973,77,47,81,65,161,404,216,119,2143,3,35,2181,2400
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,2,3,3,399,20,13,20,7,29,86,34,22,630,0,13,643,1572
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,3,3,3,87,30,13,38,102,48,444,35,54,851,0,47,898,1979
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,4,3,3,69,21,27,36,78,68,434,43,53,829,0,61,890,1937
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,5,1,1,37,14,5,3,19,22,94,27,31,252,1,22,275,528
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,6,3,3,90,15,18,23,78,58,390,34,55,761,0,59,820,1665
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,7,1,1,33,4,5,17,35,23,177,9,17,320,1,27,348,704
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,8,3,3,120,21,18,26,46,58,337,54,78,758,0,39,797,1591
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,9,2,2,101,21,10,16,79,29,217,26,42,541,1,40,582,1171
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,10,2,2,146,21,12,16,36,45,229,63,33,601,0,34,635,1074
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,11,4,4,355,54,40,56,71,137,458,129,113,1413,1,87,1501,2696
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,12,8,8,375,105,51,102,172,307,999,143,107,2361,12,129,2502,5357
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,15,3,3,88,49,14,26,105,93,431,60,22,888,2,61,951,1884
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,16,3,3,89,39,11,21,72,101,378,36,33,780,3,60,843,1780
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,17,4,4,172,60,24,47,135,131,567,67,37,1240,2,80,1322,2673
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,18,3,3,285,104,24,36,66,126,386,56,41,1124,3,77,1204,2057
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,19,2,2,177,29,18,28,63,65,228,62,46,716,0,50,766,1359
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,20,3,3,282,33,24,47,38,91,243,95,61,914,0,32,946,1517
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,21,2,2,125,13,12,13,20,33,147,31,33,427,1,29,457,840
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,22,2,2,217,30,23,15,18,41,196,58,44,642,1,27,670,1031
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,23,2,2,474,29,17,19,13,42,132,48,38,812,1,27,840,1287
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,24,2,2,202,37,16,26,20,51,209,60,36,657,3,49,709,1250
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,25,2,2,192,23,8,17,26,38,140,53,44,541,3,33,577,980
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,26,2,2,194,14,15,18,17,42,146,37,29,512,3,26,541,863
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,27,2,2,182,27,17,17,38,40,206,53,41,621,0,44,665,1064
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,28,1,1,53,12,8,10,40,20,119,15,22,299,4,14,317,573
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,29,2,2,176,14,12,16,27,35,181,46,39,546,0,37,583,968
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,30,2,2,100,42,13,27,68,65,262,39,36,652,2,27,681,1262
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,31,2,2,58,24,5,12,26,46,163,34,14,382,3,22,407,857
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,32,3,3,100,43,14,26,83,76,408,47,22,819,3,70,892,1894
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,33,3,3,83,42,25,31,87,87,415,47,28,845,4,66,915,1843
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,34,3,3,75,42,18,29,90,58,342,123,31,808,3,57,868,1526
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,35,4,4,128,60,31,52,105,111,635,86,49,1257,4,67,1328,2824
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,36,4,4,74,62,30,38,123,74,452,75,49,977,8,59,1044,2326
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,37,5,5,90,54,39,68,128,133,719,75,50,1356,21,90,1467,3039
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,38,3,3,68,36,10,33,109,73,469,59,28,885,8,78,971,2034
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,39,3,3,75,46,25,37,57,73,354,54,34,755,7,49,811,1593
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,40,3,3,77,30,14,41,92,78,375,30,40,777,3,56,836,1763
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,41,2,2,120,17,16,26,37,48,189,44,42,539,1,27,567,1041
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,42,2,2,131,24,16,41,30,61,224,55,50,632,2,34,668,1092
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,43,2,2,190,36,16,19,24,41,162,35,38,561,2,48,611,956
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,44,1,1,95,19,4,14,25,28,119,25,18,347,0,16,363,621
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,45,1,1,57,10,5,17,16,20,115,24,27,291,0,15,306,605
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,46,2,2,218,29,13,23,21,22,85,39,22,472,2,16,490,768
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,47,2,2,221,25,13,13,24,33,134,46,29,538,1,32,571,987
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,48,3,3,449,43,20,44,37,35,195,68,48,939,2,26,967,1661
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,49,1,1,40,9,2,6,2,8,46,7,8,128,1,6,135,314
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,50,1,1,41,7,4,10,9,10,54,17,19,171,0,24,195,371
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,51,1,1,49,5,6,9,17,17,93,14,10,220,0,14,234,448
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,52,2,2,112,17,11,18,22,29,145,28,23,405,1,23,429,774
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,53,1,1,51,7,9,12,19,14,76,20,22,230,0,16,246,502
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,54,2,2,200,17,22,18,18,26,116,47,38,502,2,24,528,914
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,55,1,1,137,22,7,10,16,14,105,32,20,363,0,14,377,607
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,56,2,2,101,22,12,29,43,59,186,33,37,522,6,46,574,1215
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,57,2,2,39,13,8,22,31,24,207,33,50,427,2,50,479,1081
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,58,2,2,98,20,21,29,46,52,258,50,49,623,2,54,679,1299
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,59,3,3,81,45,11,25,69,71,290,38,28,658,5,55,718,1605
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,60,3,3,144,61,21,37,76,110,361,63,44,917,3,79,999,1979
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,61,4,4,123,51,25,24,103,100,537,58,30,1051,2,56,1109,2199
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,62,4,4,56,52,23,38,85,104,505,45,38,946,4,40,990,2289
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,63,2,2,70,30,5,20,25,54,178,26,13,421,0,13,434,795
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,64,2,2,126,17,17,10,15,32,123,31,24,395,4,16,415,757
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,65,2,2,160,19,13,23,39,60,195,65,47,621,4,38,663,1170
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,66,2,2,130,22,13,17,25,41,136,39,20,443,2,14,459,882
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,67,2,2,150,26,11,13,8,24,109,37,29,407,2,27,436,811
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,68,2,2,142,20,14,14,17,37,89,52,21,406,4,24,434,788
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,69,1,1,68,20,13,20,22,26,133,32,24,358,0,22,380,704
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,70,1,1,95,19,12,12,13,27,117,28,15,338,3,10,351,633
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,71,1,1,96,37,9,17,12,52,126,29,25,403,0,19,422,722
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,72,2,2,121,56,11,27,56,67,237,34,26,635,4,41,680,1215
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,73,1,1,91,38,6,15,27,43,112,24,13,369,0,15,384,728
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,74,2,2,101,27,9,17,31,61,165,32,18,461,1,26,488,936
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,75,2,2,96,40,5,14,28,56,167,36,13,455,2,20,477,862
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,76,2,2,285,31,10,22,17,54,127,57,34,637,1,28,666,1106
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,77,3,4,302,84,13,21,48,86,309,45,25,933,1,46,980,1053
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,78,2,2,121,44,8,22,24,43,167,28,18,475,0,31,506,766
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,79,2,2,149,59,15,10,29,55,216,39,26,598,1,28,627,1067
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,80,2,2,113,44,7,20,21,59,223,38,23,548,2,22,572,952
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,81,2,2,66,34,12,17,34,51,169,36,24,443,1,24,468,823
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,82,1,1,65,30,5,9,22,45,138,27,14,355,2,21,378,681
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,83,2,2,138,47,14,22,47,77,239,44,18,646,3,22,671,1180
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,84,2,2,121,38,11,23,18,56,221,42,27,557,0,33,590,1023
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,85,2,2,146,64,5,21,22,55,115,22,37,487,2,18,507,806
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,86,2,2,263,72,15,20,28,62,185,50,25,720,2,27,749,1242
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,87,2,2,330,31,17,23,15,50,156,38,32,692,0,24,716,1227
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,88,3,3,280,39,27,45,65,87,391,79,55,1068,2,63,1133,2220
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,89,2,2,205,68,12,20,25,41,169,36,18,594,1,27,622,922
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,90,2,2,230,60,6,15,32,60,185,31,36,655,1,16,672,1109
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,91,2,2,185,47,9,15,26,51,142,24,17,516,0,32,548,842
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,92,2,2,154,45,11,19,43,71,196,43,31,613,0,25,638,1064
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,93,2,2,170,59,15,33,40,59,182,28,16,602,1,23,626,1053
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,94,2,2,158,55,17,15,54,68,299,56,36,758,4,31,793,1463
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,95,3,3,107,42,14,31,86,101,312,59,42,794,2,65,861,1745
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,96,3,3,43,46,14,20,63,45,410,37,23,701,1,54,756,1748
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,97,2,2,24,18,6,21,51,51,333,28,19,551,2,41,594,1326
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,98,3,3,148,75,28,32,77,119,509,78,37,1103,3,59,1165,2214
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,99,2,2,76,34,16,36,38,72,303,30,29,634,4,21,659,1231
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,100,2,2,77,63,10,31,68,92,364,32,23,760,1,35,796,1458
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,101,2,2,99,40,11,24,52,58,254,29,22,589,4,44,637,1128
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,102,2,2,139,58,10,26,47,71,275,48,32,706,4,33,743,1285
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,103,2,2,130,48,13,26,40,66,252,38,27,640,8,29,677,1209
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,104,2,2,149,46,23,26,48,70,305,48,28,743,2,56,801,1412
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,105,3,3,274,92,15,31,53,99,324,62,36,986,3,45,1034,1689
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,106,3,3,223,91,20,37,87,116,414,63,28,1079,2,62,1143,1953
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,107,3,3,85,44,22,34,47,137,345,34,22,770,1,37,808,1578
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,109,5,5,67,52,26,49,135,138,813,72,46,1398,5,95,1498,3522
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,110,2,2,269,70,10,18,27,91,216,54,29,784,2,47,833,1285
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,111,2,2,156,26,9,26,30,42,151,49,45,534,0,29,563,961
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,112,2,2,111,21,13,18,27,43,169,40,35,477,0,33,510,879
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,113,2,2,120,23,31,29,43,64,302,63,42,717,0,21,738,1230
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,114,3,3,368,89,15,28,38,71,225,56,36,926,7,40,973,1561
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,115,4,4,528,133,27,40,48,139,356,69,65,1405,6,54,1465,2265
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,116,5,5,332,62,63,88,95,141,540,145,121,1587,2,97,1686,3324
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,117,3,3,228,32,20,36,44,64,305,71,64,864,4,61,929,1670
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,118,2,2,135,44,15,27,46,91,348,45,23,774,3,34,811,1468
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,119,2,2,114,41,8,30,40,78,247,37,34,629,3,37,669,1235
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,120,2,2,54,25,9,25,37,45,242,35,23,495,2,29,526,1058
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,121,3,3,184,75,34,35,51,130,386,44,37,976,1,54,1031,1796
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,122,1,1,57,13,7,18,13,30,148,18,30,334,1,20,355,735
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,124,4,4,254,33,19,58,37,70,444,52,101,1068,1,67,1136,2391
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,125,2,2,85,36,19,17,38,34,307,22,48,606,2,51,659,1370
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,127,2,2,80,22,5,27,22,40,296,26,52,570,1,32,603,1333
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,128,3,3,51,35,21,54,41,50,493,49,33,827,1,68,896,1856
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,129,3,3,66,20,33,45,33,24,394,39,27,681,0,57,738,1608
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,130,3,3,83,45,14,54,62,65,435,56,89,903,0,87,990,2080
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,131,4,4,71,30,58,62,73,69,536,55,90,1044,4,93,1141,2359
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,132,3,3,136,16,14,47,63,43,320,57,65,761,2,56,819,1628
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,133,4,4,442,55,13,66,56,120,395,123,146,1416,4,57,1477,2540
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,135,2,2,54,34,9,22,26,22,278,19,33,497,1,43,541,1183
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,136,3,3,36,28,13,38,55,44,514,27,50,805,4,86,895,1999
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,137,2,2,21,20,9,21,16,30,251,15,29,412,0,38,450,969
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,138,2,2,47,22,11,14,17,25,223,8,32,399,0,39,438,1011
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,139,3,3,98,39,11,33,28,34,501,19,75,838,4,68,910,1930
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,140,3,3,96,47,17,49,62,52,502,33,79,937,2,71,1010,2165
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,141,3,3,81,30,9,29,29,49,393,19,49,688,1,36,725,1690
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,142,10,10,118,104,41,120,168,128,1624,67,226,2596,12,241,2849,6698
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,143,1,1,18,21,1,48,4,6,150,4,0,252,0,34,286,656
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,144,1,1,10,8,3,54,7,8,135,1,2,228,0,21,249,539
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,145,2,2,37,48,9,37,28,36,332,20,17,564,5,62,631,1475
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,146,2,2,42,51,6,32,23,27,325,17,11,534,1,49,584,1281
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,147,2,2,51,38,14,31,17,35,334,10,19,549,0,50,599,1247
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,148,3,3,68,33,11,51,45,30,555,44,21,858,6,101,965,2243
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,149,4,4,57,46,79,194,54,46,660,17,9,1162,5,76,1243,2647
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,150,2,2,33,39,49,61,28,24,242,7,6,489,1,8,498,1113
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,151,4,4,45,27,44,128,103,20,521,11,7,906,2,90,998,2549
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,152,5,6,147,143,127,166,76,82,662,36,49,1488,1,64,1553,2444
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,153,5,5,41,62,57,172,84,59,830,17,24,1346,1,131,1478,3641
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,154,3,3,73,78,96,112,35,37,383,19,21,854,3,60,917,1809
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,155,1,1,26,8,19,19,34,11,155,10,4,286,4,24,314,645
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,156,2,2,47,30,39,33,46,11,356,24,19,605,3,41,649,1230
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,157,2,2,47,56,40,29,41,19,254,17,22,525,11,37,573,1055
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,158,5,5,61,53,35,76,135,51,909,33,25,1378,13,105,1496,3013
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,159,2,2,18,21,10,29,33,21,224,14,11,381,0,31,412,860
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,160,2,2,31,26,26,30,42,21,224,16,9,425,3,30,458,1096
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,161,3,4,77,38,40,64,79,53,533,19,21,924,2,78,1004,1376
1,2,BAJA CALIFORNIA,17,ENSENADA,6,SAN QUINTIN,162,3,3,24,27,17,47,50,24,427,10,14,640,5,41,686,1501
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,163,1,1,14,4,5,14,8,7,103,2,20,177,0,16,193,442
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,164,1,1,11,6,2,11,16,9,126,1,16,198,0,15,213,460
1,2,BAJA CALIFORNIA,17,ENSENADA,1,ENSENADA,165,1,1,9,1,3,4,5,4,90,2,4,122,0,9,131,282
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,166,2,2,67,28,10,46,47,39,274,13,26,550,0,52,602,1274
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,167,2,2,21,11,1,7,9,5,71,4,6,135,1,6,142,385
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,168,4,4,116,49,13,84,54,77,628,69,54,1144,1,84,1229,2721
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,169,3,3,64,24,12,46,34,40,427,32,32,711,0,60,771,1598
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,170,2,2,34,43,3,26,15,10,127,8,6,272,1,33,306,618
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,171,4,4,71,50,9,86,54,43,484,23,35,855,8,104,967,2740
1,2,BAJA CALIFORNIA,16,ENSENADA,1,ENSENADA,172,27,27,727,376,188,265,656,724,3742,457,273,7408,44,392,7844,18921
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,173,3,3,192,59,15,65,87,75,390,78,43,1004,0,76,1080,2190
1,2,BAJA CALIFORNIA,15,PLAYAS DE ROSARITO,1,ENSENADA,174,1,1,96,5,8,7,3,17,47,10,7,200,0,7,207,370
