CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES_BC,FXM_BC,PVEM_MORENA_FXM_BC,PVEM_MORENA,PVEM_FXM_BC,MORENA_FXM_BC,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,517,2,2,70,12,3,19,4,26,247,11,8,0,4,0,1,405,0,18,423,1025
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,518,6,6,323,27,16,54,28,74,811,33,39,13,16,1,7,1442,0,63,1505,4009
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,519,4,4,170,20,3,35,20,22,456,22,30,5,9,0,2,794,2,35,831,2979
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,520,5,5,361,30,10,46,20,63,788,39,44,14,19,1,8,1443,0,31,1474,3593
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,521,3,3,143,20,3,33,13,34,386,18,12,5,3,0,3,673,0,35,708,1710
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,522,9,9,343,49,16,101,36,126,1507,62,31,22,27,7,18,2345,1,99,2445,6239
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,523,12,12,492,36,24,112,57,115,1629,91,57,20,22,0,14,2669,8,99,2776,8506
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,524,2,2,90,7,4,20,6,13,249,18,3,3,4,0,4,421,0,29,450,1092
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,525,2,2,143,16,3,19,13,18,242,6,11,5,4,5,7,492,0,31,523,1094
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,526,2,2,130,4,6,21,7,20,204,6,4,5,5,0,0,412,0,12,424,1046
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,527,2,2,96,8,2,19,6,12,194,0,5,0,1,3,1,347,0,25,372,896
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,528,3,3,188,7,5,26,15,25,314,11,14,8,2,2,1,618,0,38,656,1581
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,529,2,2,214,9,1,23,10,10,247,9,15,8,2,0,5,553,0,34,587,1363
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,530,2,2,169,8,3,24,3,14,240,9,5,9,5,0,4,493,0,31,524,1160
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,531,2,2,144,8,4,18,14,18,211,14,2,1,6,0,1,441,1,36,478,1117
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,532,2,2,163,17,6,30,10,19,282,4,11,3,12,0,4,561,1,34,596,1323
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,533,2,2,171,11,6,14,10,29,327,16,8,3,7,1,1,604,0,41,645,1379
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,534,3,3,164,16,8,23,13,42,382,36,17,2,3,4,0,710,0,29,739,1663
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,535,1,1,35,8,1,8,8,11,132,10,6,8,5,0,3,235,0,13,248,572
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,536,2,2,60,5,2,12,4,20,231,18,3,6,1,4,1,367,0,18,385,816
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,537,2,2,44,12,1,16,8,14,203,6,17,11,7,0,5,344,1,22,367,882
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,538,19,19,1614,136,53,245,123,427,2796,319,111,66,42,5,20,5957,0,197,6154,13091
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,539,2,2,58,8,11,12,4,23,235,15,10,2,0,1,2,381,0,21,402,937
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,541,5,5,124,19,6,54,23,44,772,33,19,6,19,0,5,1124,0,70,1194,3086
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,542,4,4,133,23,5,47,21,47,648,24,21,2,7,0,2,980,1,62,1043,2689
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,543,4,4,133,16,7,35,21,25,591,14,18,9,16,0,5,890,0,40,930,2351
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,545,5,5,211,26,6,59,31,65,905,38,20,11,20,0,6,1398,0,70,1468,3707
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,546,2,2,53,6,1,16,4,15,233,10,20,5,8,0,2,373,0,20,393,906
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,547,3,3,187,21,3,24,8,43,466,22,12,10,16,3,3,818,0,61,879,2069
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,565,13,13,616,73,37,123,66,161,1997,86,85,34,35,0,19,3332,2,161,3495,9326
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,1955,2,2,71,5,6,23,15,39,335,18,5,6,10,0,1,534,0,17,551,1340
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,1957,2,2,104,9,6,21,12,33,302,27,15,7,4,0,2,542,2,13,557,1445
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,1959,2,2,45,10,2,20,11,28,272,15,6,3,3,0,0,415,0,15,430,1051
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,1960,3,3,110,12,4,30,14,27,429,18,11,5,9,1,1,671,0,9,680,1787
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,1962,2,2,59,9,2,19,7,30,248,35,4,4,4,0,4,425,0,15,440,1108
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,2096,3,3,68,15,0,38,11,37,422,13,22,9,11,0,8,654,0,38,692,2076
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,2097,3,3,76,13,3,33,13,28,457,26,12,15,12,0,3,691,0,33,724,2010
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,2098,4,4,197,8,4,49,21,44,637,30,18,13,12,0,8,1041,0,65,1106,2823
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,2099,3,3,102,7,3,24,15,22,450,17,12,5,5,3,3,668,0,23,691,1912
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,2100,4,4,143,14,11,32,26,45,660,29,12,17,7,1,7,1004,0,42,1046,2860
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,2101,3,3,124,12,4,30,12,25,431,16,13,7,10,1,3,688,0,43,731,1866
1,2,BAJA CALIFORNIA,4,MEXICALI,2,MEXICALI,2102,3,3,161,12,6,36,16,26,410,35,12,3,8,2,2,729,0,46,775,1967
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,495,2,2,90,26,6,42,22,76,404,10,12,0,0,0,0,688,3,52,743,1442
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,496,7,7,163,50,18,100,87,176,1066,31,29,0,0,0,0,1720,4,96,1820,4268
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,497,2,2,28,15,2,23,10,31,216,4,8,0,0,0,0,337,0,40,377,834
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,507,2,2,21,7,2,20,14,21,229,2,7,0,0,0,0,323,0,18,341,787
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,508,2,2,20,12,4,19,21,20,255,4,2,0,0,0,0,357,0,36,393,806
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,509,2,2,16,12,1,15,20,23,272,3,3,0,0,0,0,365,0,34,399,851
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,510,2,2,21,0,2,15,13,22,249,2,5,0,0,0,0,329,1,8,338,787
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,511,2,2,27,6,0,18,10,22,313,2,8,0,0,0,0,406,0,24,430,865
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,512,2,2,20,2,1,12,13,21,263,0,6,0,0,0,0,338,0,34,372,847
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,513,2,2,27,6,2,14,8,21,249,3,13,0,0,0,0,343,0,33,376,765
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,514,2,2,28,7,4,20,7,24,273,3,5,0,0,0,0,371,1,24,396,839
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,515,2,2,16,9,2,11,6,24,254,3,5,0,0,0,0,330,0,24,354,789
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,516,5,5,95,21,11,89,21,99,1025,5,17,0,0,0,0,1383,2,78,1463,3580
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,540,11,11,155,42,10,121,65,146,1793,12,26,0,0,0,0,2370,3,185,2558,7324
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,566,4,4,65,30,7,44,35,60,626,12,26,0,0,0,0,905,0,55,960,2557
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,567,2,2,39,21,4,25,20,32,362,2,7,0,0,0,0,512,1,37,550,1269
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,569,1,1,194,18,3,12,16,22,92,4,9,0,0,0,0,370,1,16,387,586
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,570,8,8,582,105,22,114,80,254,1322,36,73,0,0,0,0,2588,2,105,2695,5392
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,633,4,4,160,29,13,51,40,55,615,32,20,0,0,0,0,1015,0,84,1099,2523
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,636,1,1,20,12,1,14,19,22,148,3,3,0,0,0,0,242,0,7,249,526
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,637,1,1,21,14,2,16,12,15,125,4,7,0,0,0,0,216,0,15,231,460
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,638,1,1,13,3,2,15,9,22,182,2,2,0,0,0,0,250,0,15,265,651
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,639,2,2,67,25,6,28,14,39,210,6,7,0,0,0,0,402,1,25,428,909
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,644,2,2,70,12,2,35,20,30,159,4,10,0,0,0,0,342,0,54,396,839
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,646,1,1,22,21,6,24,6,21,214,5,4,0,0,0,0,323,0,14,337,661
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,647,2,2,36,13,6,23,13,22,249,2,11,0,0,0,0,375,0,33,408,795
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,648,2,2,74,63,6,44,17,58,297,4,16,0,0,0,0,579,0,33,612,1129
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,649,1,1,47,16,66,11,6,22,194,9,9,0,0,0,0,380,0,32,412,726
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,650,1,1,24,25,3,26,7,15,153,2,19,0,0,0,0,274,0,16,290,632
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,651,2,2,58,29,6,32,25,33,264,14,10,0,0,0,0,471,0,48,519,1083
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,652,2,2,34,16,3,42,20,20,202,8,10,0,0,0,0,355,0,44,399,791
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,653,2,2,47,24,6,49,22,39,299,25,9,0,0,0,0,520,0,54,574,1159
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,654,2,2,31,17,6,46,19,23,246,16,7,0,0,0,0,411,1,28,440,891
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,655,2,2,54,28,5,50,22,37,356,14,6,0,0,0,0,572,0,41,613,1433
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,656,3,3,44,43,8,45,39,49,363,21,11,0,0,0,0,623,0,38,661,1425
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,657,2,2,46,9,5,20,26,27,233,3,9,0,0,0,0,378,0,33,411,958
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,658,2,2,50,11,7,31,14,36,307,11,7,0,0,0,0,474,1,41,516,1129
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,659,1,1,38,19,1,32,18,16,157,16,18,0,0,0,0,315,0,14,329,715
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,660,1,1,33,9,10,20,12,5,104,28,16,0,0,0,0,237,0,22,259,511
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,663,3,3,71,31,9,56,32,69,498,10,18,0,0,0,0,794,0,51,845,1662
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,664,3,3,144,50,12,66,38,72,499,6,13,0,0,0,0,900,0,85,985,2010
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,665,2,2,48,25,3,36,16,34,256,4,12,0,0,0,0,434,1,50,485,1058
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,666,1,1,44,20,3,25,12,29,179,0,7,0,0,0,0,319,0,17,336,640
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,667,2,2,49,23,5,24,9,25,243,3,11,0,0,0,0,392,0,32,424,904
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,668,2,2,43,28,7,25,23,33,298,10,9,0,0,0,0,476,0,55,531,1131
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,669,1,1,24,25,2,8,5,11,67,3,4,0,0,0,0,149,0,21,170,341
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,670,1,1,10,4,4,19,15,12,115,1,6,0,0,0,0,186,0,23,209,380
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,671,1,1,12,0,3,5,17,8,118,3,3,0,0,0,0,169,0,18,187,379
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,672,1,1,5,4,2,4,7,6,122,1,1,0,0,0,0,152,1,14,167,428
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,690,14,14,412,86,27,222,182,315,2553,35,43,0,0,0,0,3875,4,225,4104,10172
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,691,18,18,798,115,52,269,275,509,2964,67,109,0,0,0,0,5158,10,285,5453,13162
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1658,3,3,108,20,3,34,18,88,449,13,15,0,0,0,0,748,0,38,786,1829
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1660,2,2,82,10,5,26,18,37,284,5,5,0,0,0,0,472,0,22,494,1067
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1662,2,2,84,14,3,20,16,58,196,6,17,0,0,0,0,414,1,23,438,1084
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1663,2,2,81,22,7,39,27,56,369,5,15,0,0,0,0,621,0,31,652,1456
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1664,2,2,69,11,7,29,16,59,334,10,15,0,0,0,0,550,2,30,582,1216
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1665,2,2,60,12,8,28,23,92,366,14,9,0,0,0,0,612,0,22,634,1390
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1666,2,2,57,9,5,26,27,61,320,2,12,0,0,0,0,519,3,27,549,1212
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1667,2,2,51,6,11,25,15,68,332,7,5,0,0,0,0,520,0,29,549,1309
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1668,2,2,70,12,4,14,9,41,238,11,10,0,0,0,0,409,1,19,429,950
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1669,2,2,70,13,3,22,13,47,190,4,9,0,0,0,0,371,0,19,390,969
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1670,2,2,74,12,4,21,11,50,281,5,10,0,0,0,0,468,0,13,481,1072
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1671,2,2,65,11,6,28,26,64,363,8,10,0,0,0,0,581,1,23,605,1480
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1672,2,2,52,11,1,24,27,45,322,6,12,0,0,0,0,500,0,20,520,1299
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1673,2,2,60,10,2,12,12,47,238,4,4,0,0,0,0,389,1,27,417,947
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1674,3,3,277,34,10,45,30,117,344,10,37,0,0,0,0,904,1,39,944,1569
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1675,2,2,47,7,6,27,20,59,336,2,11,0,0,0,0,515,0,29,544,1317
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1676,2,2,54,10,3,31,17,58,331,6,6,0,0,0,0,516,1,22,539,1391
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1677,4,4,153,31,10,55,50,129,718,11,13,0,0,0,0,1170,3,65,1238,2822
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1808,1,1,15,4,2,7,9,13,148,3,0,0,0,0,0,201,0,6,207,504
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1809,2,2,43,4,4,22,14,41,253,6,8,0,0,0,0,395,0,16,411,1027
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1810,2,2,48,2,5,17,3,37,334,3,9,0,0,0,0,458,0,16,474,1070
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1811,1,1,20,4,1,15,13,23,198,5,5,0,0,0,0,284,0,21,305,695
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1812,1,1,28,3,3,12,7,17,217,5,2,0,0,0,0,294,0,16,310,687
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1813,2,2,20,3,5,9,8,16,247,3,7,0,0,0,0,318,0,18,336,899
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1814,1,1,18,2,1,14,9,15,172,4,3,0,0,0,0,238,0,8,246,609
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1815,1,1,21,4,3,10,8,24,179,2,3,0,0,0,0,254,0,14,268,693
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1817,1,1,19,1,1,4,7,26,200,5,4,0,0,0,0,267,0,14,281,737
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1818,1,1,3,2,1,9,6,10,135,0,2,0,0,0,0,168,0,24,192,584
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1819,2,2,27,5,1,12,3,24,228,3,0,0,0,0,0,303,0,21,324,782
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1822,1,1,21,4,2,8,6,34,156,1,6,0,0,0,0,238,0,23,261,603
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1823,1,1,30,12,3,12,6,23,191,3,4,0,0,0,0,284,0,19,303,694
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1824,1,1,25,2,0,15,10,24,138,4,3,0,0,0,0,221,0,12,233,594
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1825,2,2,31,5,2,12,14,30,228,6,3,0,0,0,0,331,0,14,345,845
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1826,1,1,9,8,0,6,5,21,161,1,4,0,0,0,0,215,0,10,225,624
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1827,1,1,8,2,0,16,5,11,197,5,2,0,0,0,0,246,0,12,258,678
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1828,2,2,21,3,2,12,9,23,196,2,0,0,0,0,0,268,1,17,286,769
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1829,1,1,21,7,2,20,8,28,208,2,4,0,0,0,0,300,0,11,311,733
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1831,2,2,18,4,1,19,9,34,260,2,6,0,0,0,0,353,1,19,373,959
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1832,1,1,21,3,1,14,3,20,204,5,7,0,0,0,0,278,0,14,292,682
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1833,2,2,29,9,4,12,3,25,196,2,6,0,0,0,0,286,1,9,296,756
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1834,2,2,19,2,2,14,5,21,237,2,3,0,0,0,0,305,0,15,320,892
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1835,1,1,24,4,5,19,4,16,196,1,3,0,0,0,0,272,2,7,281,676
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1836,1,1,21,5,1,5,7,21,175,3,4,0,0,0,0,242,0,0,242,725
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1837,1,1,20,1,1,14,4,18,169,5,3,0,0,0,0,235,0,12,247,574
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1838,1,1,11,4,1,15,5,24,172,3,10,0,0,0,0,245,0,10,255,676
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1839,1,1,17,4,2,13,3,14,210,1,2,0,0,0,0,266,5,16,287,716
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1953,2,2,44,13,6,24,32,47,364,2,12,0,0,0,0,544,1,28,573,1334
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1954,2,2,37,15,2,16,18,36,253,4,7,0,0,0,0,388,0,22,410,860
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1956,3,3,58,20,9,21,34,43,349,2,11,0,0,0,0,547,0,32,579,1472
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1958,2,2,42,9,3,39,19,67,364,13,13,0,0,0,0,569,2,28,599,1433
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1961,2,2,45,11,5,21,9,51,307,4,6,0,0,0,0,459,0,32,491,1283
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1963,3,3,62,16,14,39,16,59,407,8,11,0,0,0,0,632,0,27,659,1503
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1964,2,2,28,6,3,12,13,30,241,5,5,0,0,0,0,343,0,20,363,843
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1965,2,2,28,11,5,10,30,27,296,5,6,0,0,0,0,418,2,19,439,1217
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1966,2,2,31,11,5,36,31,30,266,5,12,0,0,0,0,427,0,15,442,1217
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1967,2,2,46,4,10,24,30,42,282,3,4,0,0,0,0,445,1,16,462,1146
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1968,3,3,42,11,4,22,51,46,419,7,22,0,0,0,0,624,0,42,666,1998
1,2,BAJA CALIFORNIA,5,MEXICALI,2,MEXICALI,1969,2,2,63,9,1,9,30,33,165,2,11,0,0,0,0,323,1,10,334,867
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,673,2,2,43,18,5,130,31,80,178,9,15,0,0,0,0,509,0,29,538,931
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,674,2,2,26,16,5,112,13,62,160,7,10,0,0,0,0,411,2,28,441,843
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,675,3,3,84,14,6,122,24,87,287,8,19,0,0,0,0,651,0,40,691,1333
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,676,2,2,53,21,7,156,18,99,277,9,22,0,0,0,0,662,1,39,702,1377
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,677,1,1,28,7,4,87,15,61,134,1,4,0,0,0,0,341,0,18,359,632
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,678,10,10,147,45,21,753,112,284,1329,43,53,0,0,0,0,2787,4,148,2939,5646
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,679,3,3,76,29,5,268,44,175,435,7,28,0,0,0,0,1067,0,43,1110,2062
1,2,BAJA CALIFORNIA,5,MEXICALI,7,SAN FELIPE,680,3,3,66,20,13,386,25,161,511,13,20,0,0,0,0,1215,2,43,1260,2244
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,3
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,694,3,3,80,236,9,59,13,25,285,104,14,0,0,0,0,825,1,50,876,1761
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,695,2,2,76,229,1,57,8,22,269,51,12,0,0,0,0,725,0,37,762,1458
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,696,3,3,135,352,8,59,23,29,248,290,18,0,0,0,0,1162,0,49,1211,2165
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,697,2,2,81,240,9,38,10,33,193,45,12,0,0,0,0,661,3,31,695,1179
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,698,2,2,59,122,5,19,8,8,125,23,7,0,0,0,0,376,0,16,392,754
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,699,2,2,69,142,12,27,7,11,131,27,7,0,0,0,0,433,0,8,441,899
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,700,3,3,141,195,15,52,21,37,361,66,25,0,0,0,0,913,3,65,981,1299
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,701,2,2,93,255,7,47,13,24,201,42,11,0,0,0,0,693,1,18,712,1453
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,702,13,13,315,655,41,292,75,129,1982,367,114,0,0,0,0,3970,3,235,4208,8659
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,703,3,3,94,228,6,92,32,24,468,92,39,0,0,0,0,1075,0,66,1141,2109
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,704,2,2,76,163,6,49,11,15,224,44,11,0,0,0,0,599,3,26,628,1128
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,705,3,3,100,178,7,53,13,23,357,91,12,0,0,0,0,834,0,42,876,1673
1,2,BAJA CALIFORNIA,6,TECATE,3,TECATE,706,3,3,149,288,5,36,14,24,285,90,9,0,0,0,0,900,3,43,946,1776
