CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAH,C_PAN_PRI_PRD,C_MORENA_NAH,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,92,3,3,0,0,0,259,227,62,0,0,201,542,1291,1,52,1344,1881
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,93,2,2,0,0,0,96,90,29,0,0,36,269,520,0,21,541,770
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,94,1,1,0,0,0,33,75,7,0,0,23,120,258,0,17,275,402
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,95,2,2,0,0,0,77,180,13,0,0,32,312,614,1,33,648,997
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,96,1,1,0,0,0,34,77,11,0,0,30,186,338,0,25,363,512
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,97,2,2,0,0,0,94,124,21,0,0,31,274,544,0,35,579,823
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,98,1,1,0,0,0,31,42,5,0,0,27,127,232,0,7,239,339
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,99,2,2,0,0,0,45,197,30,0,0,37,428,737,2,70,809,1499
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,100,2,2,0,0,0,110,61,5,0,0,30,289,495,0,38,533,907
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,101,2,2,0,0,0,79,81,25,0,0,77,387,649,0,28,677,1062
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,102,1,1,0,0,0,37,47,4,0,0,33,30,151,0,7,158,216
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,103,3,3,0,0,0,149,139,50,0,0,62,490,890,1,46,937,1367
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,104,2,2,0,0,0,139,78,24,0,0,35,224,500,13,14,527,825
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,105,1,1,0,0,0,66,28,15,0,0,14,222,345,0,11,356,524
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,106,2,2,0,0,0,115,101,18,0,0,61,266,561,0,31,592,886
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,107,1,1,0,0,0,48,102,18,0,0,24,161,353,0,21,374,565
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,108,1,1,0,0,0,40,67,5,0,0,24,102,238,1,10,249,354
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,109,1,1,0,0,0,37,62,7,0,0,12,84,202,0,6,208,339
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,110,1,1,0,0,0,32,45,11,0,0,15,81,184,0,10,194,254
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,111,2,2,0,0,0,93,193,29,0,0,56,230,601,0,27,628,929
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,112,1,1,0,0,0,22,25,5,0,0,10,44,106,0,6,112,134
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,113,1,1,0,0,0,30,17,6,0,0,14,105,172,0,16,188,284
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,3,3,0,0,0,99,68,45,0,0,303,640,1155,1,113,1269,2094
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,3,3,0,0,0,95,73,44,0,0,217,553,982,0,86,1068,1736
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,293,1,1,0,0,0,7,6,8,0,0,67,100,188,1,23,212,422
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,294,1,1,0,0,0,18,15,10,0,0,77,167,287,0,34,321,613
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,295,1,1,0,0,0,18,9,10,0,0,50,73,160,0,23,183,333
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,296,2,2,0,0,0,32,58,22,0,0,101,220,433,0,78,511,788
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,297,1,1,0,0,0,39,21,12,0,0,68,197,337,0,48,385,588
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,298,2,2,0,0,0,14,25,15,0,0,111,222,387,0,39,426,758
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,299,1,1,0,0,0,5,6,1,0,0,40,55,107,0,18,125,195
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,300,1,1,0,0,0,12,21,3,0,0,32,112,180,0,19,199,378
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,301,1,1,0,0,0,17,16,9,0,0,59,136,237,0,41,278,407
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,302,1,1,0,0,0,21,20,21,0,0,115,191,368,2,25,395,599
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,303,1,1,0,0,0,2,13,1,0,0,41,57,114,0,14,128,215
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,304,1,1,0,0,0,17,21,8,0,0,70,126,242,0,43,285,531
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,305,1,1,0,0,0,15,25,10,0,0,58,228,336,1,44,381,707
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,306,1,1,0,0,0,11,7,5,0,0,37,66,126,1,15,142,222
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,307,1,1,0,0,0,24,34,30,0,0,85,173,346,0,56,402,665
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,308,1,1,0,0,0,10,7,13,0,0,91,229,350,0,22,372,585
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,309,2,2,0,0,0,32,51,46,0,0,244,505,878,2,94,974,1413
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,310,1,1,0,0,0,22,26,31,0,0,141,233,453,0,54,507,745
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,311,1,1,0,0,0,20,43,21,0,0,110,222,416,1,43,460,688
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,3,3,0,0,0,22,41,30,0,0,161,363,617,0,52,669,1074
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,313,1,1,0,0,0,11,9,3,0,0,24,74,121,0,22,143,236
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,314,1,1,0,0,0,10,20,6,0,0,34,87,157,0,22,179,359
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,315,2,2,0,0,0,35,35,8,0,0,170,239,487,2,56,545,899
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,3,3,0,0,0,139,38,30,0,0,399,725,1331,0,76,1407,2038
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,3,4,9,49,10,140,44,30,92,6,370,450,1200,0,69,1269,1459
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,610,1,1,0,0,0,16,9,7,0,0,71,143,246,0,18,264,402
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,611,1,1,0,0,0,45,9,5,0,0,82,134,275,0,20,295,438
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,612,1,1,0,0,0,28,12,5,0,0,54,125,224,0,46,270,444
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,613,1,1,0,0,0,40,10,9,0,0,85,218,362,0,29,391,547
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,614,1,1,0,0,0,79,18,13,0,0,136,187,433,0,33,466,726
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,615,1,1,0,0,0,30,3,2,0,0,33,47,115,0,13,128,187
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,616,1,1,0,0,0,13,0,0,0,0,18,80,111,0,11,122,163
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,617,1,1,0,0,0,5,4,1,0,0,26,29,65,0,0,65,106
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,618,1,1,0,0,0,28,7,6,0,0,32,96,169,0,21,190,329
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,2,2,0,0,0,63,23,10,0,0,90,306,492,0,29,521,894
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,621,1,1,0,0,0,13,1,4,0,0,34,90,142,0,5,147,212
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,622,1,1,0,0,0,62,16,5,0,0,52,83,218,0,24,242,426
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,625,1,1,0,0,0,5,3,1,0,0,16,65,90,0,3,93,132
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,626,1,1,0,0,0,9,1,1,0,0,17,72,100,0,4,104,176
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,627,1,1,0,0,0,43,10,1,0,0,137,99,290,0,16,306,476
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,628,1,1,0,0,0,17,3,0,0,0,32,94,146,0,7,153,265
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,629,1,1,0,0,0,18,9,3,0,0,81,173,284,0,30,314,491
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,646,2,2,0,0,0,191,18,18,0,0,273,197,697,1,57,755,1079
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,647,2,2,0,0,0,171,15,14,0,0,137,151,488,0,57,545,804
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,648,1,1,0,0,0,46,15,6,0,0,114,107,288,0,35,323,466
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,649,1,1,0,0,0,123,21,7,0,0,106,166,423,3,38,464,734
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,650,2,2,0,0,0,324,32,13,0,0,336,114,819,0,86,905,1307
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,651,1,1,0,0,0,108,18,8,0,0,87,45,266,1,14,281,362
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,652,1,1,0,0,0,52,5,2,0,0,88,82,229,0,21,250,365
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,653,1,1,0,0,0,100,11,4,0,0,98,91,304,0,20,324,471
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,654,2,2,0,0,0,229,32,17,0,0,209,121,608,0,50,658,873
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,655,3,3,0,0,0,128,41,13,0,0,386,162,730,0,122,852,1270
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,656,1,1,0,0,0,57,15,7,0,0,94,67,240,0,18,258,419
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,780,2,2,0,0,0,9,9,6,0,0,283,391,698,1,29,728,935
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,781,1,1,0,0,0,5,9,4,0,0,92,76,186,0,4,190,249
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,782,1,1,0,0,0,3,10,2,0,0,52,128,195,0,12,207,262
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,783,1,1,0,0,0,0,2,1,0,0,41,66,110,0,1,111,143
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,784,1,1,0,0,0,6,12,2,0,0,155,80,255,0,14,269,361
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,785,1,1,0,0,0,2,9,1,0,0,34,57,103,0,9,112,136
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,786,1,1,0,0,0,5,4,3,0,0,38,77,127,0,10,137,202
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,788,1,1,0,0,0,6,6,2,0,0,69,144,227,0,15,242,376
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,789,1,1,0,0,0,2,4,1,0,0,55,86,148,0,7,155,201
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,790,1,1,0,0,0,4,7,0,0,0,70,91,172,0,10,182,283
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,791,1,1,0,0,0,5,5,1,0,0,70,101,182,0,6,188,244
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,793,1,1,0,0,0,13,13,3,0,0,55,46,130,0,4,134,225
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,795,1,1,0,0,0,8,9,6,0,0,90,166,279,0,5,284,390
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,796,1,1,0,0,0,6,2,1,0,0,73,109,191,0,6,197,261
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,797,1,1,0,0,0,7,5,3,0,0,40,88,143,0,3,146,231
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,798,1,1,0,0,0,8,5,2,0,0,32,57,104,0,10,114,166
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,799,1,1,0,0,0,10,15,5,0,0,74,126,230,0,18,248,373
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,800,1,1,0,0,0,6,5,4,0,0,80,68,163,0,12,175,272
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,801,1,1,0,0,0,3,7,1,0,0,33,28,72,0,9,81,120
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,822,1,1,0,0,0,18,16,8,0,0,129,188,359,0,18,377,515
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,823,1,1,0,0,0,29,17,5,0,0,126,152,329,0,22,351,559
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,824,2,2,0,0,0,57,16,9,0,0,132,389,603,2,47,652,986
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,825,1,1,0,0,0,14,9,9,0,0,81,133,246,0,29,275,438
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,826,1,1,0,0,0,11,6,1,0,0,33,98,149,0,25,174,254
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,827,1,1,0,0,0,11,5,4,0,0,50,78,148,0,7,155,221
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,828,1,1,0,0,0,16,4,3,0,0,77,180,280,0,5,285,377
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,829,1,1,0,0,0,24,9,6,0,0,108,135,282,0,16,298,409
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,830,1,1,0,0,0,4,0,0,0,0,44,70,118,0,5,123,167
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,831,1,1,0,0,0,29,5,13,0,0,91,89,227,0,23,250,333
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,4,4,0,0,0,97,515,38,0,0,487,480,1617,0,160,1777,2710
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,963,1,1,0,0,0,37,155,4,0,0,108,62,366,0,66,432,719
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,964,1,1,0,0,0,12,97,11,0,0,57,33,210,0,39,249,414
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,965,1,1,0,0,0,14,74,5,0,0,51,46,190,1,17,208,326
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,966,1,1,0,0,0,20,67,5,0,0,88,72,252,1,49,302,595
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,3,3,0,0,0,70,250,8,0,0,238,144,710,0,88,798,1441
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,968,1,1,0,0,0,7,39,0,0,0,5,32,83,0,11,94,159
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,969,1,1,0,0,0,15,94,6,0,0,39,35,189,0,19,208,311
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,970,2,2,0,0,0,19,318,15,0,0,223,137,712,0,77,789,1180
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,971,1,1,0,0,0,17,99,4,0,0,95,33,248,0,31,279,437
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,972,3,3,0,0,0,157,300,22,0,0,256,214,949,3,82,1034,1693
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,973,1,1,0,0,0,14,93,5,0,0,49,93,254,0,37,291,480
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,974,1,1,0,0,0,21,91,2,0,0,90,72,276,0,34,310,509
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,975,1,1,0,0,0,57,98,4,0,0,56,62,277,1,10,288,431
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,976,1,1,0,0,0,8,120,6,0,0,87,46,267,0,28,295,471
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,977,1,1,0,0,0,6,88,6,0,0,23,49,172,0,20,192,299
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,978,1,1,0,0,0,25,167,11,0,0,91,99,393,1,22,416,641
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,979,1,1,0,0,0,4,74,4,0,0,46,43,171,0,11,182,245
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,980,1,1,0,0,0,5,16,3,0,0,67,51,142,0,4,146,238
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,981,1,1,0,0,0,18,112,3,0,0,24,113,270,0,21,291,413
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1132,1,1,0,0,0,27,29,33,0,0,107,234,430,0,21,451,702
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1133,3,3,0,0,0,48,92,65,0,0,114,565,884,2,54,940,1503
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1134,3,3,0,0,0,63,150,92,0,0,196,724,1225,1,90,1316,2136
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1135,1,1,0,0,0,11,60,14,0,0,16,101,202,2,21,225,521
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1137,2,2,0,0,0,18,59,14,0,0,44,314,449,0,40,489,802
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1138,1,1,0,0,0,11,54,31,0,0,43,287,426,0,31,457,722
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1139,1,1,0,0,0,11,39,16,0,0,21,164,251,0,28,279,548
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1140,1,1,0,0,0,3,13,7,0,0,3,31,57,0,4,61,109
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1141,1,1,0,0,0,11,27,8,0,0,8,59,113,0,14,127,313
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1142,2,2,0,0,0,19,113,16,0,0,24,278,450,0,31,481,764
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1143,1,1,0,0,0,6,32,9,0,0,18,99,164,0,16,180,291
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1144,1,1,0,0,0,11,45,12,0,0,5,195,268,0,14,282,480
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1145,1,1,0,0,0,8,76,9,0,0,26,179,298,0,16,314,445
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1146,2,2,0,0,0,32,59,14,0,0,20,250,375,0,38,413,804
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1147,1,1,0,0,0,9,41,7,0,0,21,167,245,1,15,261,417
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1148,1,1,0,0,0,25,50,15,0,0,24,282,396,0,27,423,706
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1149,1,1,0,0,0,27,116,12,0,0,45,156,356,0,28,384,709
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1150,3,3,0,0,0,124,163,34,0,0,113,471,905,0,51,956,1639
4,13,HIDALGO,1,ZIMAPAN,58,TASQUILLO,1151,3,3,0,0,0,51,131,43,0,0,80,485,790,2,85,877,1719
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1644,3,3,0,0,0,109,106,53,0,0,171,644,1083,6,55,1144,2126
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1645,2,2,0,0,0,73,72,39,0,0,165,423,772,2,28,802,1377
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1646,2,2,0,0,0,38,48,21,0,0,127,235,469,0,20,489,774
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1647,2,2,0,0,0,50,58,27,0,0,88,328,551,0,40,591,1027
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1648,2,2,0,0,0,44,58,25,0,0,133,267,527,1,36,564,921
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1649,2,2,0,0,0,67,40,37,0,0,158,278,580,0,28,608,944
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1650,3,3,0,0,0,119,116,66,0,0,211,561,1073,3,46,1122,1839
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1651,1,1,0,0,0,5,8,0,0,0,0,29,42,0,0,42,103
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1653,1,1,0,0,0,13,77,9,0,0,28,172,299,0,33,332,539
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1654,1,1,0,0,0,9,6,5,0,0,25,31,76,0,9,85,124
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1655,1,1,0,0,0,5,10,5,0,0,12,57,89,0,3,92,132
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1656,1,1,0,0,0,9,18,2,0,0,49,37,115,0,5,120,157
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1657,1,1,0,0,0,4,7,1,0,0,7,78,97,0,5,102,183
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1660,1,1,0,0,0,18,28,1,0,0,11,100,158,0,11,169,279
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1661,1,1,0,0,0,9,14,3,0,0,7,57,90,0,10,100,177
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1662,1,1,0,0,0,42,25,2,0,0,20,115,204,0,15,219,362
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1663,1,1,0,0,0,19,34,8,0,0,17,138,216,1,12,229,358
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1664,1,1,0,0,0,9,42,3,0,0,12,59,125,1,8,134,249
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1667,1,1,0,0,0,5,19,1,0,0,13,70,108,0,7,115,252
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1668,1,1,0,0,0,39,55,8,0,0,41,198,341,2,28,371,737
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1669,1,1,0,0,0,12,14,4,0,0,10,46,86,0,9,95,159
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1670,1,1,0,0,0,4,10,2,0,0,22,78,116,0,6,122,235
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1673,1,1,0,0,0,5,15,0,0,0,3,47,70,0,5,75,163
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1675,2,2,0,0,0,42,137,17,0,0,50,267,513,1,27,541,992
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1676,2,2,0,0,0,67,86,32,0,0,78,352,615,0,47,662,1209
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1678,3,3,0,0,0,123,190,55,0,0,143,648,1159,1,47,1207,1914
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1679,3,3,0,0,0,89,130,32,0,0,130,638,1019,0,63,1082,1918
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1680,2,2,0,0,0,42,115,49,0,0,85,414,705,0,63,768,1401
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1681,1,1,0,0,0,2,16,1,0,0,4,59,82,0,11,93,262
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1682,1,1,0,0,0,22,55,20,0,0,47,270,414,0,20,434,725
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1683,3,3,0,0,0,105,89,43,0,0,143,529,909,1,53,963,1591
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1684,2,2,0,0,0,48,69,12,0,0,76,310,515,0,31,546,887
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1686,1,1,0,0,0,7,39,2,0,0,15,52,115,0,3,118,216
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1687,1,1,0,0,0,27,38,9,0,0,52,151,277,0,16,293,496
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1688,1,1,0,0,0,19,36,5,0,0,27,161,248,1,31,280,581
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1689,1,1,0,0,0,3,14,1,0,0,8,29,55,0,3,58,106
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1691,1,1,0,0,0,8,26,5,0,0,14,46,99,0,2,101,141
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1692,1,1,0,0,0,26,19,10,0,0,22,154,231,0,18,249,412
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1693,1,1,0,0,0,6,28,2,0,0,16,103,155,3,14,172,284
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1694,3,3,0,0,0,78,111,56,0,0,139,943,1327,2,67,1396,2170
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1695,1,1,0,0,0,1,7,3,0,0,13,46,70,0,2,72,133
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1696,1,1,0,0,0,26,57,12,0,0,43,119,257,1,10,268,432
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1697,1,1,0,0,0,13,18,1,0,0,3,62,97,4,6,107,131
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1698,1,1,0,0,0,12,13,3,0,0,30,70,128,0,5,133,246
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1699,1,1,0,0,0,10,32,6,0,0,31,147,226,1,15,242,445
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1700,1,1,0,0,0,12,41,12,0,0,33,160,258,4,18,280,531
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1701,1,1,0,0,0,13,14,6,0,0,27,73,133,0,10,143,197
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1702,1,1,0,0,0,21,71,19,0,0,26,174,311,0,27,338,600
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1703,1,1,0,0,0,16,28,9,0,0,65,174,292,0,19,311,536
4,13,HIDALGO,1,ZIMAPAN,84,ZIMAPAN,1704,1,1,0,0,0,9,15,6,0,0,23,120,173,0,11,184,290
